Timestamp,Blade_Type,Vibration,Torque,Speed,Noise,Temp,Condition,RUL
2025-09-04 23:58:23.787839,Delta Form,0.508,17.789,1200.9,68.86,37.29,Sharp,507.4
2025-09-04 23:58:24.787839,Delta Form,0.529,20.42,1201.1,69.34,36.74,Sharp,507.4
2025-09-04 23:58:25.787839,Delta Form,0.536,19.102,1198.1,68.44,36.56,Sharp,507.4
2025-09-04 23:58:26.787839,Delta Form,0.54,20.689,1208.1,68.03,36.24,Sharp,507.4
2025-09-04 23:58:27.787839,Delta Form,0.483,19.244,1201.7,68.87,37.63,Sharp,507.4
2025-09-04 23:58:28.787839,Delta Form,0.477,19.012,1204.5,69.27,36.13,Sharp,507.4
2025-09-04 23:58:29.787839,Delta Form,0.543,20.153,1194.2,68.52,36.14,Sharp,507.4
2025-09-04 23:58:30.787839,Delta Form,0.49,22.358,1194.1,68.6,36.81,Sharp,507.4
2025-09-04 23:58:31.787839,Delta Form,0.436,20.749,1201.8,69.66,36.14,Sharp,507.4
2025-09-04 23:58:32.787839,Delta Form,0.443,20.136,1207.4,68.76,35.97,Sharp,507.4
2025-09-04 23:58:33.787839,Delta Form,0.454,20.359,1196.0,67.2,36.44,Sharp,507.4
2025-09-04 23:58:34.787839,Delta Form,0.525,18.249,1200.6,69.27,36.82,Sharp,507.4
2025-09-04 23:58:35.787839,Delta Form,0.507,18.878,1195.1,67.88,37.41,Sharp,507.4
2025-09-04 23:58:36.787839,Delta Form,0.535,17.489,1197.1,68.03,37.52,Sharp,507.4
2025-09-04 23:58:37.787839,Delta Form,0.479,21.73,1200.8,68.11,35.58,Sharp,507.4
2025-09-04 23:58:38.787839,Delta Form,0.508,21.527,1198.0,68.97,36.99,Sharp,507.4
2025-09-04 23:58:39.787839,Delta Form,0.531,20.393,1194.8,69.75,35.98,Sharp,507.4
2025-09-04 23:58:40.787839,Delta Form,0.485,20.135,1194.7,68.02,36.01,Sharp,507.4
2025-09-04 23:58:41.787839,Delta Form,0.523,18.448,1192.5,69.73,36.2,Sharp,507.4
2025-09-04 23:58:42.787839,Delta Form,0.467,19.781,1201.9,68.16,36.17,Sharp,507.4
2025-09-04 23:58:43.787839,Delta Form,0.482,21.792,1202.4,69.4,35.94,Sharp,507.4
2025-09-04 23:58:44.787839,Delta Form,0.481,20.131,1202.4,68.2,35.31,Sharp,507.4
2025-09-04 23:58:45.787839,Delta Form,0.44,19.435,1196.4,67.51,37.2,Sharp,507.4
2025-09-04 23:58:46.787839,Delta Form,0.524,18.242,1204.0,69.92,36.92,Sharp,507.4
2025-09-04 23:58:47.787839,Delta Form,0.477,21.38,1202.8,67.41,36.47,Sharp,507.4
2025-09-04 23:58:48.787839,Delta Form,0.501,19.93,1200.0,67.35,35.99,Sharp,507.4
2025-09-04 23:58:49.787839,Delta Form,0.524,18.243,1199.4,66.74,37.09,Sharp,507.4
2025-09-04 23:58:50.787839,Delta Form,0.522,19.076,1197.4,69.27,36.44,Sharp,507.4
2025-09-04 23:58:51.787839,Delta Form,0.533,18.722,1200.8,69.5,36.19,Sharp,507.4
2025-09-04 23:58:52.787839,Delta Form,0.495,19.868,1206.5,68.37,35.65,Sharp,507.4
2025-09-04 23:58:53.787839,Delta Form,0.479,20.207,1204.6,67.02,36.74,Sharp,507.4
2025-09-04 23:58:54.787839,Delta Form,0.496,19.497,1199.0,67.99,36.31,Sharp,507.4
2025-09-04 23:58:55.787839,Delta Form,0.416,20.777,1202.2,67.7,36.61,Sharp,507.4
2025-09-04 23:58:56.787839,Delta Form,0.428,20.079,1195.6,66.97,36.56,Sharp,507.4
2025-09-04 23:58:57.787839,Delta Form,0.434,21.062,1202.9,67.51,36.79,Sharp,507.4
2025-09-04 23:58:58.787839,Delta Form,0.45,19.643,1196.7,68.51,36.58,Sharp,507.4
2025-09-04 23:58:59.787839,Delta Form,0.52,23.045,1202.8,67.39,36.32,Sharp,507.4
2025-09-04 23:59:00.787839,Delta Form,0.455,19.436,1211.9,68.29,36.75,Sharp,507.4
2025-09-04 23:59:01.787839,Delta Form,0.481,19.097,1197.7,66.22,36.95,Sharp,507.4
2025-09-04 23:59:02.787839,Delta Form,0.565,18.974,1211.7,69.68,37.25,Sharp,507.4
2025-09-04 23:59:03.787839,Delta Form,0.482,19.789,1202.0,67.61,35.91,Sharp,507.4
2025-09-04 23:59:04.787839,Delta Form,0.537,18.28,1197.0,68.87,37.03,Sharp,507.4
2025-09-04 23:59:05.787839,Delta Form,0.453,20.295,1196.8,68.19,35.68,Sharp,507.4
2025-09-04 23:59:06.787839,Delta Form,0.49,18.095,1209.5,68.4,36.98,Sharp,507.4
2025-09-04 23:59:07.787839,Delta Form,0.452,20.162,1202.0,66.87,36.18,Sharp,507.4
2025-09-04 23:59:08.787839,Delta Form,0.483,18.649,1197.7,67.24,36.9,Sharp,507.4
2025-09-04 23:59:09.787839,Delta Form,0.542,19.619,1199.2,67.26,37.22,Sharp,507.4
2025-09-04 23:59:10.787839,Delta Form,0.414,20.605,1201.7,68.03,36.59,Sharp,507.4
2025-09-04 23:59:11.787839,Delta Form,0.522,22.304,1200.0,69.33,36.48,Sharp,507.4
2025-09-04 23:59:12.787839,Delta Form,0.512,18.922,1201.4,68.43,36.45,Sharp,507.4
2025-09-04 23:59:13.787839,Delta Form,0.47,19.85,1207.1,67.1,36.26,Sharp,507.4
2025-09-04 23:59:14.787839,Delta Form,0.428,19.276,1195.5,68.09,37.06,Sharp,507.4
2025-09-04 23:59:15.787839,Delta Form,0.504,19.13,1202.6,67.92,36.45,Sharp,507.4
2025-09-04 23:59:16.787839,Delta Form,0.474,19.285,1199.7,67.65,35.41,Sharp,507.4
2025-09-04 23:59:17.787839,Delta Form,0.512,20.824,1198.0,67.98,36.94,Sharp,507.4
2025-09-04 23:59:18.787839,Delta Form,0.501,19.512,1204.3,68.76,36.92,Sharp,507.4
2025-09-04 23:59:19.787839,Delta Form,0.58,22.249,1194.2,67.28,36.52,Sharp,507.4
2025-09-04 23:59:20.787839,Delta Form,0.488,20.416,1190.5,67.65,36.11,Sharp,507.4
2025-09-04 23:59:21.787839,Delta Form,0.449,18.99,1200.9,68.98,35.92,Sharp,507.4
2025-09-04 23:59:22.787839,Delta Form,0.509,19.633,1199.4,68.47,36.11,Sharp,507.4
2025-09-04 23:59:23.787839,Delta Form,0.511,19.198,1194.6,69.28,36.6,Sharp,507.4
2025-09-04 23:59:24.787839,Delta Form,0.568,20.8,1193.2,69.44,35.58,Sharp,507.4
2025-09-04 23:59:25.787839,Delta Form,0.542,18.361,1207.7,66.64,36.71,Sharp,507.4
2025-09-04 23:59:26.787839,Delta Form,0.518,18.659,1201.9,68.29,36.54,Sharp,507.4
2025-09-04 23:59:27.787839,Delta Form,0.573,19.408,1200.1,67.49,37.14,Sharp,507.4
2025-09-04 23:59:28.787839,Delta Form,0.441,20.683,1208.8,66.8,36.85,Sharp,507.4
2025-09-04 23:59:29.787839,Delta Form,0.468,21.233,1204.1,67.21,36.14,Sharp,507.4
2025-09-04 23:59:30.787839,Delta Form,0.454,21.381,1207.1,67.7,35.65,Sharp,507.4
2025-09-04 23:59:31.787839,Delta Form,0.481,20.53,1195.3,67.71,36.09,Sharp,507.4
2025-09-04 23:59:32.787839,Delta Form,0.431,19.917,1195.1,67.39,37.19,Sharp,507.4
2025-09-04 23:59:33.787839,Delta Form,0.532,20.795,1202.5,67.99,36.65,Sharp,507.4
2025-09-04 23:59:34.787839,Delta Form,0.489,18.855,1201.7,70.45,36.8,Sharp,507.4
2025-09-04 23:59:35.787839,Delta Form,0.426,18.155,1205.0,66.27,36.19,Sharp,507.4
2025-09-04 23:59:36.787839,Delta Form,0.449,20.437,1193.5,69.14,36.74,Sharp,507.4
2025-09-04 23:59:37.787839,Delta Form,0.516,18.994,1202.8,67.98,35.74,Sharp,507.4
2025-09-04 23:59:38.787839,Delta Form,0.542,19.935,1204.0,67.56,36.97,Sharp,507.4
2025-09-04 23:59:39.787839,Delta Form,0.6,20.12,1203.7,65.98,35.92,Sharp,507.4
2025-09-04 23:59:40.787839,Delta Form,0.646,20.248,1198.4,68.76,35.51,Sharp,507.4
2025-09-04 23:59:41.787839,Delta Form,0.521,20.938,1202.1,66.56,37.63,Sharp,507.4
2025-09-04 23:59:42.787839,Delta Form,0.451,20.832,1196.9,68.83,36.57,Sharp,507.4
2025-09-04 23:59:43.787839,Delta Form,0.393,20.195,1198.8,69.74,36.55,Sharp,507.4
2025-09-04 23:59:44.787839,Delta Form,0.513,19.558,1195.8,66.72,35.57,Sharp,507.4
2025-09-04 23:59:45.787839,Delta Form,0.459,20.108,1197.0,69.17,36.81,Sharp,507.4
2025-09-04 23:59:46.787839,Delta Form,0.479,19.404,1199.0,68.03,36.94,Sharp,507.4
2025-09-04 23:59:47.787839,Delta Form,0.469,19.804,1198.0,65.91,36.4,Sharp,507.4
2025-09-04 23:59:48.787839,Delta Form,0.493,22.618,1197.0,66.8,36.94,Sharp,507.4
2025-09-04 23:59:49.787839,Delta Form,0.553,20.182,1194.8,68.18,37.09,Sharp,507.4
2025-09-04 23:59:50.787839,Delta Form,0.508,20.45,1207.8,68.4,36.76,Sharp,507.4
2025-09-04 23:59:51.787839,Delta Form,0.492,19.295,1198.0,66.42,35.42,Sharp,507.4
2025-09-04 23:59:52.787839,Delta Form,0.448,21.02,1201.3,68.03,35.92,Sharp,507.4
2025-09-04 23:59:53.787839,Delta Form,0.416,20.76,1193.0,68.82,37.34,Sharp,507.4
2025-09-04 23:59:54.787839,Delta Form,0.476,20.767,1205.4,69.0,36.54,Sharp,507.4
2025-09-04 23:59:55.787839,Delta Form,0.497,20.215,1200.7,67.59,36.54,Sharp,507.4
2025-09-04 23:59:56.787839,Delta Form,0.588,21.034,1198.2,68.44,36.08,Sharp,507.4
2025-09-04 23:59:57.787839,Delta Form,0.507,21.272,1198.3,69.07,36.18,Sharp,507.4
2025-09-04 23:59:58.787839,Delta Form,0.549,20.283,1203.5,68.85,37.1,Sharp,507.4
2025-09-04 23:59:59.787839,Delta Form,0.475,19.885,1188.2,68.89,37.25,Sharp,507.4
2025-09-05 00:00:00.787839,Delta Form,0.441,20.895,1196.7,68.11,36.9,Sharp,507.4
2025-09-05 00:00:01.787839,Delta Form,0.452,19.096,1199.5,67.91,36.78,Sharp,507.4
2025-09-05 00:00:02.787839,Delta Form,0.464,19.282,1199.5,68.27,36.81,Sharp,507.4
2025-09-05 00:00:03.787839,Delta Form,0.606,19.947,1210.0,67.24,36.46,Sharp,507.4
2025-09-05 00:00:04.787839,Delta Form,0.459,18.259,1198.6,69.11,35.9,Sharp,507.4
2025-09-05 00:00:05.787839,Delta Form,0.542,20.828,1204.0,66.47,35.79,Sharp,507.4
2025-09-05 00:00:06.787839,Delta Form,0.455,19.037,1207.2,67.5,37.16,Sharp,507.4
2025-09-05 00:00:07.787839,Delta Form,0.547,19.529,1202.7,67.96,36.48,Sharp,507.4
2025-09-05 00:00:08.787839,Delta Form,0.519,19.787,1197.3,68.47,36.74,Sharp,507.4
2025-09-05 00:00:09.787839,Delta Form,0.492,20.039,1194.9,68.66,36.61,Sharp,507.4
2025-09-05 00:00:10.787839,Delta Form,0.498,19.656,1203.0,69.49,36.63,Sharp,507.4
2025-09-05 00:00:11.787839,Delta Form,0.467,19.933,1206.6,68.08,36.67,Sharp,507.4
2025-09-05 00:00:12.787839,Delta Form,0.522,19.94,1202.2,67.28,36.85,Sharp,507.4
2025-09-05 00:00:13.787839,Delta Form,0.477,19.553,1204.9,67.85,36.12,Sharp,507.4
2025-09-05 00:00:14.787839,Delta Form,0.439,19.227,1210.4,67.68,37.09,Sharp,507.4
2025-09-05 00:00:15.787839,Delta Form,0.436,21.081,1203.3,68.52,36.13,Sharp,507.4
2025-09-05 00:00:16.787839,Delta Form,0.509,17.896,1195.6,66.93,36.62,Sharp,507.4
2025-09-05 00:00:17.787839,Delta Form,0.579,19.794,1200.2,67.82,35.91,Sharp,507.4
2025-09-05 00:00:18.787839,Delta Form,0.508,19.531,1205.5,69.62,36.42,Sharp,507.4
2025-09-05 00:00:19.787839,Delta Form,0.494,20.419,1199.0,68.18,36.17,Sharp,507.4
2025-09-05 00:00:20.787839,Delta Form,0.514,18.546,1206.0,66.95,36.51,Sharp,507.4
2025-09-05 00:00:21.787839,Delta Form,0.565,19.5,1199.7,67.66,36.87,Sharp,507.4
2025-09-05 00:00:22.787839,Delta Form,0.511,19.898,1201.3,65.77,36.54,Sharp,507.4
2025-09-05 00:00:23.787839,Delta Form,0.479,21.07,1198.6,67.94,37.48,Sharp,507.4
2025-09-05 00:00:24.787839,Delta Form,0.555,20.332,1200.6,69.65,36.9,Sharp,507.4
2025-09-05 00:00:25.787839,Delta Form,0.521,18.817,1200.8,66.81,36.39,Sharp,507.4
2025-09-05 00:00:26.787839,Delta Form,0.577,19.513,1193.6,66.54,36.46,Sharp,507.4
2025-09-05 00:00:27.787839,Delta Form,0.509,20.886,1198.2,67.35,36.69,Sharp,507.4
2025-09-05 00:00:28.787839,Delta Form,0.439,18.799,1195.1,68.92,36.85,Sharp,507.4
2025-09-05 00:00:29.787839,Delta Form,0.432,19.921,1198.4,69.7,35.88,Sharp,507.4
2025-09-05 00:00:30.787839,Delta Form,0.583,19.991,1196.8,68.45,36.82,Sharp,507.4
2025-09-05 00:00:31.787839,Delta Form,0.586,19.614,1204.0,66.71,35.9,Sharp,507.4
2025-09-05 00:00:32.787839,Delta Form,0.491,22.696,1204.1,67.98,36.77,Sharp,507.4
2025-09-05 00:00:33.787839,Delta Form,0.481,19.587,1202.2,69.79,37.05,Sharp,507.4
2025-09-05 00:00:34.787839,Delta Form,0.573,20.45,1194.9,67.69,36.65,Sharp,507.4
2025-09-05 00:00:35.787839,Delta Form,0.445,19.234,1199.6,68.14,35.34,Sharp,507.4
2025-09-05 00:00:36.787839,Delta Form,0.455,20.528,1194.6,68.24,35.61,Sharp,507.4
2025-09-05 00:00:37.787839,Delta Form,0.532,20.871,1199.4,66.45,36.78,Sharp,507.4
2025-09-05 00:00:38.787839,Delta Form,0.48,19.412,1202.6,69.0,35.27,Sharp,507.4
2025-09-05 00:00:39.787839,Delta Form,0.5,19.945,1204.0,68.85,36.8,Sharp,507.4
2025-09-05 00:00:40.787839,Delta Form,0.492,19.105,1201.9,66.01,36.99,Sharp,507.4
2025-09-05 00:00:41.787839,Delta Form,0.517,18.856,1205.0,66.67,37.07,Sharp,507.4
2025-09-05 00:00:42.787839,Delta Form,0.57,21.037,1201.0,67.03,36.38,Sharp,507.4
2025-09-05 00:00:43.787839,Delta Form,0.505,19.446,1199.1,68.75,36.72,Sharp,507.4
2025-09-05 00:00:44.787839,Delta Form,0.532,17.586,1203.5,67.25,36.6,Sharp,507.4
2025-09-05 00:00:45.787839,Delta Form,0.397,21.765,1203.6,68.4,35.76,Sharp,507.4
2025-09-05 00:00:46.787839,Delta Form,0.498,19.198,1197.9,67.82,36.87,Sharp,507.4
2025-09-05 00:00:47.787839,Delta Form,0.458,19.754,1201.5,68.07,37.2,Sharp,507.4
2025-09-05 00:00:48.787839,Delta Form,0.439,21.641,1198.8,68.5,36.84,Sharp,507.4
2025-09-05 00:00:49.787839,Delta Form,0.456,19.858,1192.0,68.27,36.25,Sharp,507.4
2025-09-05 00:00:50.787839,Delta Form,0.483,19.837,1201.8,67.98,36.87,Sharp,507.4
2025-09-05 00:00:51.787839,Delta Form,0.546,18.772,1194.8,68.33,37.15,Sharp,507.4
2025-09-05 00:00:52.787839,Delta Form,0.434,18.365,1201.3,68.22,37.08,Sharp,507.4
2025-09-05 00:00:53.787839,Delta Form,0.502,19.834,1193.9,67.79,37.01,Sharp,507.4
2025-09-05 00:00:54.787839,Delta Form,0.476,20.363,1197.1,67.57,35.7,Sharp,507.4
2025-09-05 00:00:55.787839,Delta Form,0.484,20.306,1198.3,69.88,36.7,Sharp,507.4
2025-09-05 00:00:56.787839,Delta Form,0.55,19.519,1204.8,67.56,36.82,Sharp,507.4
2025-09-05 00:00:57.787839,Delta Form,0.527,20.02,1197.9,69.37,37.02,Sharp,507.4
2025-09-05 00:00:58.787839,Delta Form,0.567,18.163,1195.7,67.31,36.76,Sharp,507.4
2025-09-05 00:00:59.787839,Delta Form,0.492,20.46,1201.5,68.81,37.28,Sharp,507.4
2025-09-05 00:01:00.787839,Delta Form,0.465,20.161,1199.1,69.78,35.59,Sharp,507.4
2025-09-05 00:01:01.787839,Delta Form,0.489,21.974,1203.2,67.66,36.78,Sharp,507.4
2025-09-05 00:01:02.787839,Delta Form,0.512,20.007,1196.0,67.33,36.74,Sharp,507.4
2025-09-05 00:01:03.787839,Delta Form,0.509,19.057,1200.8,67.57,36.95,Sharp,507.4
2025-09-05 00:01:04.787839,Delta Form,0.446,19.949,1209.9,67.98,37.27,Sharp,507.4
2025-09-05 00:01:05.787839,Delta Form,0.505,19.672,1199.0,68.32,36.06,Sharp,507.4
2025-09-05 00:01:06.787839,Delta Form,0.511,20.435,1200.7,67.96,37.25,Sharp,507.4
2025-09-05 00:01:07.787839,Delta Form,0.626,20.027,1193.4,67.58,36.91,Sharp,507.4
2025-09-05 00:01:08.787839,Delta Form,0.594,18.74,1196.6,69.95,36.41,Sharp,507.4
2025-09-05 00:01:09.787839,Delta Form,0.457,18.364,1201.8,67.8,36.05,Sharp,507.4
2025-09-05 00:01:10.787839,Delta Form,0.486,20.263,1198.7,67.38,36.6,Sharp,507.4
2025-09-05 00:01:11.787839,Delta Form,0.427,21.383,1202.5,68.83,36.64,Sharp,507.4
2025-09-05 00:01:12.787839,Delta Form,0.47,20.079,1201.7,68.85,36.67,Sharp,507.4
2025-09-05 00:01:13.787839,Delta Form,0.516,20.813,1194.7,69.41,36.19,Sharp,507.4
2025-09-05 00:01:14.787839,Delta Form,0.56,21.013,1204.1,69.93,36.8,Sharp,507.4
2025-09-05 00:01:15.787839,Delta Form,0.464,20.267,1195.0,68.35,36.3,Sharp,507.4
2025-09-05 00:01:16.787839,Delta Form,0.467,19.186,1196.9,67.71,37.11,Sharp,507.4
2025-09-05 00:01:17.787839,Delta Form,0.393,20.195,1200.9,66.1,37.36,Sharp,507.4
2025-09-05 00:01:18.787839,Delta Form,0.492,21.207,1206.3,67.06,36.09,Sharp,507.4
2025-09-05 00:01:19.787839,Delta Form,0.447,20.53,1196.0,68.21,36.53,Sharp,507.4
2025-09-05 00:01:20.787839,Delta Form,0.474,20.748,1200.6,66.82,36.99,Sharp,507.4
2025-09-05 00:01:21.787839,Delta Form,0.456,19.537,1200.6,66.41,36.64,Sharp,507.4
2025-09-05 00:01:22.787839,Delta Form,0.495,19.798,1202.6,68.07,35.82,Sharp,507.4
2025-09-05 00:01:23.787839,Delta Form,0.412,19.881,1204.7,68.78,36.93,Sharp,507.4
2025-09-05 00:01:24.787839,Delta Form,0.427,19.949,1198.4,67.75,36.2,Sharp,507.4
2025-09-05 00:01:25.787839,Delta Form,0.606,21.168,1204.0,68.9,36.6,Sharp,507.4
2025-09-05 00:01:26.787839,Delta Form,0.436,17.653,1205.3,68.62,36.0,Sharp,507.4
2025-09-05 00:01:27.787839,Delta Form,0.445,20.031,1207.1,69.15,36.9,Sharp,507.4
2025-09-05 00:01:28.787839,Delta Form,0.592,19.921,1202.0,70.17,36.29,Sharp,507.4
2025-09-05 00:01:29.787839,Delta Form,0.645,18.628,1200.6,70.61,36.95,Sharp,507.4
2025-09-05 00:01:30.787839,Delta Form,0.441,20.672,1198.1,68.73,36.39,Sharp,507.4
2025-09-05 00:01:31.787839,Delta Form,0.482,19.275,1194.2,67.54,36.26,Sharp,507.4
2025-09-05 00:01:32.787839,Delta Form,0.517,19.643,1198.9,68.06,36.71,Sharp,507.4
2025-09-05 00:01:33.787839,Delta Form,0.586,21.849,1200.4,69.57,35.96,Sharp,507.4
2025-09-05 00:01:34.787839,Delta Form,0.451,21.01,1199.6,67.11,37.4,Sharp,507.4
2025-09-05 00:01:35.787839,Delta Form,0.488,20.574,1202.4,69.45,36.59,Sharp,507.4
2025-09-05 00:01:36.787839,Delta Form,0.539,20.381,1194.2,67.83,36.22,Sharp,507.4
2025-09-05 00:01:37.787839,Delta Form,0.522,19.835,1199.3,68.23,36.3,Sharp,507.4
2025-09-05 00:01:38.787839,Delta Form,0.481,21.999,1208.0,67.19,36.51,Sharp,507.4
2025-09-05 00:01:39.787839,Delta Form,0.493,20.802,1204.0,66.68,37.0,Sharp,507.4
2025-09-05 00:01:40.787839,Delta Form,0.431,19.25,1202.5,67.72,36.05,Sharp,507.4
2025-09-05 00:01:41.787839,Delta Form,0.488,18.6,1201.6,69.3,36.32,Sharp,507.4
2025-09-05 00:01:42.787839,Delta Form,0.487,20.567,1198.5,67.3,36.48,Sharp,507.4
2025-09-05 00:01:43.787839,Delta Form,0.512,19.944,1193.0,69.61,37.27,Sharp,507.4
2025-09-05 00:01:44.787839,Delta Form,0.472,18.571,1201.8,67.43,37.0,Sharp,507.4
2025-09-05 00:01:45.787839,Delta Form,0.524,20.429,1190.2,66.93,37.3,Sharp,507.4
2025-09-05 00:01:46.787839,Delta Form,0.551,19.731,1198.7,68.25,36.52,Sharp,507.4
2025-09-05 00:01:47.787839,Delta Form,0.508,20.531,1200.0,68.68,37.22,Sharp,507.4
