Timestamp,Motor_Current,Motor_Vibration,Motor_Temp,Motor_Power,Blade_Type,Blade_Vibration,Blade_Torque,Blade_Speed,Blade_Noise,Blade_Temp,Health_Status,Condition,RUL_Motor,RUL_Blade
2025-09-04 23:57:42.787839,10.082,0.424,44.543,6.15,Delta Form,0.466,20.0,1200.6,66.02,34.94,Normal,Sharp,906.0,507.4
2025-09-04 23:57:43.787839,9.745,0.435,44.538,5.95,Delta Form,0.561,20.0,1214.2,68.23,35.58,Normal,Sharp,906.0,507.4
2025-09-04 23:57:44.787839,10.043,0.342,44.505,6.14,Delta Form,0.492,20.0,1198.1,68.34,34.8,Normal,Sharp,906.0,507.4
2025-09-04 23:57:45.787839,10.128,0.388,43.305,6.2,Delta Form,0.479,20.0,1201.6,67.68,33.94,Normal,Sharp,906.0,507.4
2025-09-04 23:57:46.787839,10.291,0.353,43.837,6.3,Delta Form,0.482,20.0,1196.8,70.1,35.17,Normal,Sharp,906.0,507.4
2025-09-04 23:57:47.787839,9.96,0.483,42.859,6.1,Delta Form,0.527,20.0,1204.5,69.99,34.46,Normal,Sharp,906.0,507.4
2025-09-04 23:57:48.787839,10.256,0.384,45.46,6.29,Delta Form,0.518,20.0,1202.2,67.62,35.06,Normal,Sharp,906.0,507.4
2025-09-04 23:57:49.787839,9.651,0.369,43.07,5.92,Delta Form,0.521,20.0,1196.6,67.78,33.86,Normal,Sharp,906.0,507.4
2025-09-04 23:57:50.787839,10.007,0.398,44.876,6.14,Delta Form,0.522,20.0,1199.1,67.66,34.86,Normal,Sharp,906.0,507.4
2025-09-04 23:57:51.787839,9.79,0.404,43.457,6.01,Delta Form,0.607,20.0,1205.9,67.39,35.35,Normal,Sharp,906.0,507.4
2025-09-04 23:57:52.787839,10.607,0.404,44.212,6.52,Delta Form,0.48,20.0,1205.4,67.08,35.29,Normal,Sharp,906.0,507.4
2025-09-04 23:57:53.787839,9.914,0.481,43.82,6.09,Delta Form,0.474,20.0,1194.7,68.51,34.87,Normal,Sharp,906.0,507.4
2025-09-04 23:57:54.787839,9.722,0.384,43.73,5.96,Delta Form,0.459,20.0,1198.5,69.96,34.97,Normal,Sharp,906.0,507.4
2025-09-04 23:57:55.787839,10.063,0.366,44.285,6.18,Delta Form,0.531,20.0,1207.7,69.55,34.75,Normal,Sharp,906.0,507.4
2025-09-04 23:57:56.787839,10.149,0.415,43.614,6.24,Delta Form,0.556,20.0,1199.7,68.79,34.85,Normal,Sharp,906.0,507.4
2025-09-04 23:57:57.787839,9.864,0.334,42.871,6.07,Delta Form,0.494,20.0,1201.1,65.59,35.31,Normal,Sharp,906.0,507.4
2025-09-04 23:57:58.787839,10.53,0.527,43.884,6.48,Delta Form,0.458,20.0,1204.5,66.14,34.63,Normal,Sharp,906.0,507.4
2025-09-04 23:57:59.787839,9.954,0.474,44.78,6.13,Delta Form,0.459,20.0,1195.1,69.06,34.67,Normal,Sharp,906.0,507.4
2025-09-04 23:58:00.787839,9.643,0.475,44.012,5.93,Delta Form,0.533,20.0,1196.6,69.62,34.21,Normal,Sharp,906.0,507.4
2025-09-04 23:58:01.787839,9.599,0.452,43.342,5.9,Delta Form,0.537,20.0,1199.1,68.55,35.32,Normal,Sharp,906.0,507.4
2025-09-04 23:58:02.787839,9.686,0.403,45.936,5.95,Delta Form,0.527,20.0,1205.2,67.69,34.84,Normal,Sharp,906.0,507.4
2025-09-04 23:58:03.787839,9.826,0.38,44.006,6.04,Delta Form,0.467,20.0,1204.5,69.35,34.37,Normal,Sharp,906.0,507.4
2025-09-04 23:58:04.787839,9.873,0.394,43.405,6.06,Delta Form,0.512,20.0,1203.3,68.75,35.41,Normal,Sharp,906.0,507.4
2025-09-04 23:58:05.787839,9.72,0.521,45.504,5.95,Delta Form,0.506,20.0,1199.8,69.14,34.95,Normal,Sharp,906.0,507.4
2025-09-04 23:58:06.787839,10.405,0.395,42.788,6.37,Delta Form,0.511,20.0,1204.9,66.14,34.6,Normal,Sharp,906.0,507.4
2025-09-04 23:58:07.787839,10.039,0.389,43.347,6.14,Delta Form,0.544,20.0,1199.8,68.34,35.42,Normal,Sharp,906.0,507.4
2025-09-04 23:58:08.787839,10.804,0.399,44.715,6.61,Delta Form,0.511,20.0,1202.7,69.77,34.8,Normal,Sharp,906.0,507.4
2025-09-04 23:58:09.787839,10.181,0.439,43.336,6.22,Delta Form,0.534,20.0,1204.0,68.53,34.19,Normal,Sharp,906.0,507.4
2025-09-04 23:58:10.787839,9.999,0.227,44.511,6.11,Delta Form,0.503,20.0,1207.2,68.95,35.45,Normal,Sharp,906.0,507.4
2025-09-04 23:58:11.787839,9.456,0.425,44.601,5.77,Delta Form,0.514,20.0,1200.2,68.04,34.55,Normal,Sharp,906.0,507.4
2025-09-04 23:58:12.787839,9.926,0.286,45.448,6.06,Delta Form,0.532,20.0,1198.9,68.11,36.48,Normal,Sharp,906.0,507.4
2025-09-04 23:58:13.787839,10.13,0.444,44.744,6.18,Delta Form,0.427,20.0,1205.6,69.4,34.75,Normal,Sharp,906.0,507.4
2025-09-04 23:58:14.787839,10.157,0.307,43.679,6.2,Delta Form,0.484,20.0,1205.9,67.33,33.97,Normal,Sharp,906.0,507.4
2025-09-04 23:58:15.787839,10.298,0.35,43.484,6.29,Delta Form,0.476,20.0,1198.2,67.23,35.85,Normal,Sharp,906.0,507.4
2025-09-04 23:58:16.787839,9.667,0.291,43.261,5.89,Delta Form,0.468,20.0,1196.0,67.52,34.94,Normal,Sharp,906.0,507.4
2025-09-04 23:58:17.787839,10.144,0.485,43.218,6.19,Delta Form,0.486,20.0,1205.3,68.02,35.1,Normal,Sharp,906.0,507.4
2025-09-04 23:58:18.787839,9.971,0.429,44.276,6.09,Delta Form,0.575,20.0,1193.8,66.39,35.16,Normal,Sharp,906.0,507.4
2025-09-04 23:58:19.787839,9.771,0.494,42.756,5.97,Delta Form,0.457,20.0,1193.6,68.73,34.29,Normal,Sharp,906.0,507.4
2025-09-04 23:58:20.787839,10.186,0.519,44.113,6.22,Delta Form,0.548,20.0,1199.3,67.84,33.89,Normal,Sharp,906.0,507.4
2025-09-04 23:58:21.787839,9.622,0.429,42.65,5.89,Delta Form,0.416,20.0,1200.4,68.85,35.95,Normal,Sharp,906.0,507.4
2025-09-04 23:58:22.787839,9.565,0.323,44.11,5.87,Delta Form,0.483,19.199,1195.8,65.88,35.69,Normal,Sharp,906.0,507.4
2025-09-04 23:58:23.787839,9.028,0.412,43.423,5.55,Delta Form,0.508,17.789,1200.9,68.86,37.29,Normal,Sharp,906.0,507.4
2025-09-04 23:58:24.787839,10.297,0.48,44.48,6.33,Delta Form,0.529,20.42,1201.1,69.34,36.74,Normal,Sharp,906.0,507.4
2025-09-04 23:58:25.787839,9.582,0.434,42.031,5.89,Delta Form,0.536,19.102,1198.1,68.44,36.56,Normal,Sharp,906.0,507.4
2025-09-04 23:58:26.787839,9.854,0.397,44.723,6.05,Delta Form,0.54,20.689,1208.1,68.03,36.24,Normal,Sharp,906.0,507.4
2025-09-04 23:58:27.787839,9.687,0.411,43.941,5.95,Delta Form,0.483,19.244,1201.7,68.87,37.63,Normal,Sharp,906.0,507.4
2025-09-04 23:58:28.787839,10.25,0.413,43.586,6.3,Delta Form,0.477,19.012,1204.5,69.27,36.13,Normal,Sharp,906.0,507.4
2025-09-04 23:58:29.787839,10.256,0.343,44.38,6.31,Delta Form,0.543,20.153,1194.2,68.52,36.14,Normal,Sharp,906.0,507.4
2025-09-04 23:58:30.787839,10.666,0.368,44.518,6.56,Delta Form,0.49,22.358,1194.1,68.6,36.81,Normal,Sharp,906.0,507.4
2025-09-04 23:58:31.787839,9.978,0.407,43.101,6.12,Delta Form,0.436,20.749,1201.8,69.66,36.14,Normal,Sharp,906.0,507.4
2025-09-04 23:58:32.787839,9.851,0.421,44.122,6.04,Delta Form,0.443,20.136,1207.4,68.76,35.97,Normal,Sharp,906.0,507.4
2025-09-04 23:58:33.787839,10.163,0.394,44.544,6.21,Delta Form,0.454,20.359,1196.0,67.2,36.44,Normal,Sharp,906.0,507.4
2025-09-04 23:58:34.787839,9.633,0.39,42.732,5.89,Delta Form,0.525,18.249,1200.6,69.27,36.82,Normal,Sharp,906.0,507.4
2025-09-04 23:58:35.787839,9.734,0.393,44.045,5.95,Delta Form,0.507,18.878,1195.1,67.88,37.41,Normal,Sharp,906.0,507.4
2025-09-04 23:58:36.787839,9.236,0.376,44.623,5.64,Delta Form,0.535,17.489,1197.1,68.03,37.52,Normal,Sharp,906.0,507.4
2025-09-04 23:58:37.787839,10.248,0.386,44.271,6.26,Delta Form,0.479,21.73,1200.8,68.11,35.58,Normal,Sharp,906.0,507.4
2025-09-04 23:58:38.787839,9.718,0.446,43.804,5.95,Delta Form,0.508,21.527,1198.0,68.97,36.99,Normal,Sharp,906.0,507.4
2025-09-04 23:58:39.787839,10.469,0.534,43.076,6.4,Delta Form,0.531,20.393,1194.8,69.75,35.98,Normal,Sharp,906.0,507.4
2025-09-04 23:58:40.787839,10.184,0.334,43.242,6.23,Delta Form,0.485,20.135,1194.7,68.02,36.01,Normal,Sharp,906.0,507.4
2025-09-04 23:58:41.787839,9.576,0.472,43.581,5.85,Delta Form,0.523,18.448,1192.5,69.73,36.2,Normal,Sharp,906.0,507.4
2025-09-04 23:58:42.787839,10.544,0.406,44.524,6.43,Delta Form,0.467,19.781,1201.9,68.16,36.17,Normal,Sharp,906.0,507.4
2025-09-04 23:58:43.787839,10.193,0.313,44.572,6.22,Delta Form,0.482,21.792,1202.4,69.4,35.94,Normal,Sharp,906.0,507.4
2025-09-04 23:58:44.787839,9.998,0.387,43.731,6.09,Delta Form,0.481,20.131,1202.4,68.2,35.31,Normal,Sharp,906.0,507.4
2025-09-04 23:58:45.787839,9.903,0.367,43.372,6.04,Delta Form,0.44,19.435,1196.4,67.51,37.2,Normal,Sharp,906.0,507.4
2025-09-04 23:58:46.787839,9.603,0.41,43.418,5.84,Delta Form,0.524,18.242,1204.0,69.92,36.92,Normal,Sharp,906.0,507.4
2025-09-04 23:58:47.787839,10.178,0.443,44.929,6.19,Delta Form,0.477,21.38,1202.8,67.41,36.47,Normal,Sharp,906.0,507.4
2025-09-04 23:58:48.787839,10.432,0.499,42.925,6.34,Delta Form,0.501,19.93,1200.0,67.35,35.99,Normal,Sharp,906.0,507.4
2025-09-04 23:58:49.787839,9.776,0.474,43.857,5.94,Delta Form,0.524,18.243,1199.4,66.74,37.09,Normal,Sharp,906.0,507.4
2025-09-04 23:58:50.787839,9.592,0.42,43.537,5.82,Delta Form,0.522,19.076,1197.4,69.27,36.44,Normal,Sharp,906.0,507.4
2025-09-04 23:58:51.787839,10.057,0.43,44.334,6.11,Delta Form,0.533,18.722,1200.8,69.5,36.19,Normal,Sharp,906.0,507.4
2025-09-04 23:58:52.787839,9.407,0.502,43.815,5.71,Delta Form,0.495,19.868,1206.5,68.37,35.65,Normal,Sharp,906.0,507.4
2025-09-04 23:58:53.787839,9.834,0.339,43.109,5.97,Delta Form,0.479,20.207,1204.6,67.02,36.74,Normal,Sharp,906.0,507.4
2025-09-04 23:58:54.787839,9.842,0.461,45.032,5.98,Delta Form,0.496,19.497,1199.0,67.99,36.31,Normal,Sharp,906.0,507.4
2025-09-04 23:58:55.787839,10.32,0.309,44.189,6.26,Delta Form,0.416,20.777,1202.2,67.7,36.61,Normal,Sharp,906.0,507.4
2025-09-04 23:58:56.787839,10.182,0.295,44.088,6.19,Delta Form,0.428,20.079,1195.6,66.97,36.56,Normal,Sharp,906.0,507.4
2025-09-04 23:58:57.787839,9.621,0.405,43.082,5.84,Delta Form,0.434,21.062,1202.9,67.51,36.79,Normal,Sharp,906.0,507.4
2025-09-04 23:58:58.787839,9.861,0.297,43.706,5.99,Delta Form,0.45,19.643,1196.7,68.51,36.58,Normal,Sharp,906.0,507.4
2025-09-04 23:58:59.787839,10.744,0.388,43.718,6.54,Delta Form,0.52,23.045,1202.8,67.39,36.32,Normal,Sharp,906.0,507.4
2025-09-04 23:59:00.787839,9.761,0.451,43.852,5.93,Delta Form,0.455,19.436,1211.9,68.29,36.75,Normal,Sharp,906.0,507.4
2025-09-04 23:59:01.787839,9.505,0.347,42.57,5.76,Delta Form,0.481,19.097,1197.7,66.22,36.95,Normal,Sharp,906.0,507.4
2025-09-04 23:59:02.787839,9.793,0.516,43.964,5.94,Delta Form,0.565,18.974,1211.7,69.68,37.25,Normal,Sharp,906.0,507.4
2025-09-04 23:59:03.787839,10.138,0.28,44.528,6.16,Delta Form,0.482,19.789,1202.0,67.61,35.91,Normal,Sharp,906.0,507.4
2025-09-04 23:59:04.787839,9.508,0.467,43.429,5.78,Delta Form,0.537,18.28,1197.0,68.87,37.03,Normal,Sharp,906.0,507.4
2025-09-04 23:59:05.787839,9.457,0.312,44.18,5.76,Delta Form,0.453,20.295,1196.8,68.19,35.68,Normal,Sharp,906.0,507.4
2025-09-04 23:59:06.787839,9.127,0.386,43.071,5.56,Delta Form,0.49,18.095,1209.5,68.4,36.98,Normal,Sharp,906.0,507.4
2025-09-04 23:59:07.787839,9.945,0.392,45.157,6.07,Delta Form,0.452,20.162,1202.0,66.87,36.18,Normal,Sharp,906.0,507.4
2025-09-04 23:59:08.787839,9.3,0.379,43.132,5.68,Delta Form,0.483,18.649,1197.7,67.24,36.9,Normal,Sharp,906.0,507.4
2025-09-04 23:59:09.787839,9.316,0.404,43.799,5.67,Delta Form,0.542,19.619,1199.2,67.26,37.22,Normal,Sharp,906.0,507.4
2025-09-04 23:59:10.787839,10.483,0.293,43.455,6.38,Delta Form,0.414,20.605,1201.7,68.03,36.59,Normal,Sharp,906.0,507.4
2025-09-04 23:59:11.787839,11.038,0.479,43.513,6.71,Delta Form,0.522,22.304,1200.0,69.33,36.48,Normal,Sharp,906.0,507.4
2025-09-04 23:59:12.787839,10.635,0.343,44.983,6.46,Delta Form,0.512,18.922,1201.4,68.43,36.45,Normal,Sharp,906.0,507.4
2025-09-04 23:59:13.787839,10.03,0.327,44.988,6.09,Delta Form,0.47,19.85,1207.1,67.1,36.26,Normal,Sharp,906.0,507.4
2025-09-04 23:59:14.787839,9.277,0.366,43.562,5.64,Delta Form,0.428,19.276,1195.5,68.09,37.06,Normal,Sharp,906.0,507.4
2025-09-04 23:59:15.787839,9.548,0.367,46.296,5.81,Delta Form,0.504,19.13,1202.6,67.92,36.45,Normal,Sharp,906.0,507.4
2025-09-04 23:59:16.787839,9.833,0.431,44.692,5.98,Delta Form,0.474,19.285,1199.7,67.65,35.41,Normal,Sharp,906.0,507.4
2025-09-04 23:59:17.787839,10.666,0.378,44.767,6.49,Delta Form,0.512,20.824,1198.0,67.98,36.94,Normal,Sharp,906.0,507.4
2025-09-04 23:59:18.787839,9.517,0.4,43.948,5.79,Delta Form,0.501,19.512,1204.3,68.76,36.92,Normal,Sharp,906.0,507.4
2025-09-04 23:59:19.787839,11.035,0.438,45.016,6.72,Delta Form,0.58,22.249,1194.2,67.28,36.52,Normal,Sharp,906.0,507.4
2025-09-04 23:59:20.787839,10.224,0.444,44.11,6.21,Delta Form,0.488,20.416,1190.5,67.65,36.11,Normal,Sharp,906.0,507.4
2025-09-04 23:59:21.787839,9.453,0.353,43.208,5.75,Delta Form,0.449,18.99,1200.9,68.98,35.92,Normal,Sharp,906.0,507.4
2025-09-04 23:59:22.787839,9.802,0.32,43.94,5.95,Delta Form,0.509,19.633,1199.4,68.47,36.11,Normal,Sharp,906.0,507.4
2025-09-04 23:59:23.787839,10.051,0.364,43.606,6.1,Delta Form,0.511,19.198,1194.6,69.28,36.6,Normal,Sharp,906.0,507.4
2025-09-04 23:59:24.787839,10.276,0.484,43.194,6.24,Delta Form,0.568,20.8,1193.2,69.44,35.58,Normal,Sharp,906.0,507.4
2025-09-04 23:59:25.787839,9.751,0.434,44.553,5.93,Delta Form,0.542,18.361,1207.7,66.64,36.71,Normal,Sharp,906.0,507.4
2025-09-04 23:59:26.787839,9.39,0.389,43.994,5.71,Delta Form,0.518,18.659,1201.9,68.29,36.54,Normal,Sharp,906.0,507.4
2025-09-04 23:59:27.787839,9.891,0.432,43.89,6.01,Delta Form,0.573,19.408,1200.1,67.49,37.14,Normal,Sharp,906.0,507.4
2025-09-04 23:59:28.787839,10.54,0.363,45.277,6.4,Delta Form,0.441,20.683,1208.8,66.8,36.85,Normal,Sharp,906.0,507.4
2025-09-04 23:59:29.787839,9.945,0.427,44.219,6.03,Delta Form,0.468,21.233,1204.1,67.21,36.14,Normal,Sharp,906.0,507.4
2025-09-04 23:59:30.787839,10.394,0.398,44.981,6.3,Delta Form,0.454,21.381,1207.1,67.7,35.65,Normal,Sharp,906.0,507.4
2025-09-04 23:59:31.787839,9.839,0.378,43.305,5.96,Delta Form,0.481,20.53,1195.3,67.71,36.09,Normal,Sharp,906.0,507.4
2025-09-04 23:59:32.787839,10.007,0.418,43.438,6.05,Delta Form,0.431,19.917,1195.1,67.39,37.19,Normal,Sharp,906.0,507.4
2025-09-04 23:59:33.787839,9.912,0.472,44.069,5.99,Delta Form,0.532,20.795,1202.5,67.99,36.65,Normal,Sharp,906.0,507.4
2025-09-04 23:59:34.787839,9.553,0.35,43.966,5.78,Delta Form,0.489,18.855,1201.7,70.45,36.8,Normal,Sharp,906.0,507.4
2025-09-04 23:59:35.787839,9.914,0.326,44.046,6.0,Delta Form,0.426,18.155,1205.0,66.27,36.19,Normal,Sharp,906.0,507.4
2025-09-04 23:59:36.787839,9.78,0.5,44.74,5.92,Delta Form,0.449,20.437,1193.5,69.14,36.74,Normal,Sharp,906.0,507.4
2025-09-04 23:59:37.787839,9.992,0.438,46.445,6.05,Delta Form,0.516,18.994,1202.8,67.98,35.74,Normal,Sharp,906.0,507.4
2025-09-04 23:59:38.787839,9.383,0.5,42.865,5.68,Delta Form,0.542,19.935,1204.0,67.56,36.97,Normal,Sharp,906.0,507.4
2025-09-04 23:59:39.787839,9.695,0.485,43.582,5.86,Delta Form,0.6,20.12,1203.7,65.98,35.92,Normal,Sharp,906.0,507.4
2025-09-04 23:59:40.787839,10.465,0.481,44.302,6.32,Delta Form,0.646,20.248,1198.4,68.76,35.51,Normal,Sharp,906.0,507.4
2025-09-04 23:59:41.787839,10.093,0.301,45.449,6.1,Delta Form,0.521,20.938,1202.1,66.56,37.63,Normal,Sharp,906.0,507.4
2025-09-04 23:59:42.787839,10.514,0.319,43.914,6.36,Delta Form,0.451,20.832,1196.9,68.83,36.57,Normal,Sharp,906.0,507.4
2025-09-04 23:59:43.787839,10.228,0.39,44.001,6.18,Delta Form,0.393,20.195,1198.8,69.74,36.55,Normal,Sharp,906.0,507.4
2025-09-04 23:59:44.787839,10.019,0.36,43.673,6.05,Delta Form,0.513,19.558,1195.8,66.72,35.57,Normal,Sharp,906.0,507.4
2025-09-04 23:59:45.787839,10.268,0.376,44.379,6.21,Delta Form,0.459,20.108,1197.0,69.17,36.81,Normal,Sharp,906.0,507.4
2025-09-04 23:59:46.787839,9.649,0.437,43.926,5.84,Delta Form,0.479,19.404,1199.0,68.03,36.94,Normal,Sharp,906.0,507.4
2025-09-04 23:59:47.787839,10.475,0.395,44.553,6.33,Delta Form,0.469,19.804,1198.0,65.91,36.4,Normal,Sharp,906.0,507.4
2025-09-04 23:59:48.787839,10.401,0.417,45.085,6.28,Delta Form,0.493,22.618,1197.0,66.8,36.94,Normal,Sharp,906.0,507.4
2025-09-04 23:59:49.787839,10.478,0.491,43.748,6.31,Delta Form,0.553,20.182,1194.8,68.18,37.09,Normal,Sharp,906.0,507.4
2025-09-04 23:59:50.787839,10.495,0.477,44.706,6.33,Delta Form,0.508,20.45,1207.8,68.4,36.76,Normal,Sharp,906.0,507.4
2025-09-04 23:59:51.787839,9.886,0.394,43.41,5.97,Delta Form,0.492,19.295,1198.0,66.42,35.42,Normal,Sharp,906.0,507.4
2025-09-04 23:59:52.787839,10.377,0.443,44.242,6.28,Delta Form,0.448,21.02,1201.3,68.03,35.92,Normal,Sharp,906.0,507.4
2025-09-04 23:59:53.787839,10.257,0.318,43.593,6.2,Delta Form,0.416,20.76,1193.0,68.82,37.34,Normal,Sharp,906.0,507.4
2025-09-04 23:59:54.787839,10.112,0.402,42.902,6.11,Delta Form,0.476,20.767,1205.4,69.0,36.54,Normal,Sharp,906.0,507.4
2025-09-04 23:59:55.787839,9.671,0.427,44.661,5.84,Delta Form,0.497,20.215,1200.7,67.59,36.54,Normal,Sharp,906.0,507.4
2025-09-04 23:59:56.787839,9.978,0.43,43.371,6.02,Delta Form,0.588,21.034,1198.2,68.44,36.08,Normal,Sharp,906.0,507.4
2025-09-04 23:59:57.787839,10.143,0.392,43.591,6.12,Delta Form,0.507,21.272,1198.3,69.07,36.18,Normal,Sharp,906.0,507.4
2025-09-04 23:59:58.787839,10.254,0.364,43.771,6.19,Delta Form,0.549,20.283,1203.5,68.85,37.1,Normal,Sharp,906.0,507.4
2025-09-04 23:59:59.787839,10.481,0.388,45.319,6.32,Delta Form,0.475,19.885,1188.2,68.89,37.25,Normal,Sharp,906.0,507.4
2025-09-05 00:00:00.787839,10.039,0.296,45.214,6.06,Delta Form,0.441,20.895,1196.7,68.11,36.9,Normal,Sharp,906.0,507.4
2025-09-05 00:00:01.787839,9.352,0.374,42.744,5.63,Delta Form,0.452,19.096,1199.5,67.91,36.78,Normal,Sharp,906.0,507.4
2025-09-05 00:00:02.787839,10.008,0.389,43.07,6.03,Delta Form,0.464,19.282,1199.5,68.27,36.81,Normal,Sharp,906.0,507.4
2025-09-05 00:00:03.787839,9.991,0.48,45.309,6.01,Delta Form,0.606,19.947,1210.0,67.24,36.46,Normal,Sharp,906.0,507.4
2025-09-05 00:00:04.787839,9.705,0.325,45.378,5.84,Delta Form,0.459,18.259,1198.6,69.11,35.9,Normal,Sharp,906.0,507.4
2025-09-05 00:00:05.787839,10.264,0.434,44.407,6.18,Delta Form,0.542,20.828,1204.0,66.47,35.79,Normal,Sharp,906.0,507.4
2025-09-05 00:00:06.787839,9.94,0.41,44.012,5.99,Delta Form,0.455,19.037,1207.2,67.5,37.16,Normal,Sharp,906.0,507.4
2025-09-05 00:00:07.787839,10.32,0.418,43.915,6.22,Delta Form,0.547,19.529,1202.7,67.96,36.48,Normal,Sharp,906.0,507.4
2025-09-05 00:00:08.787839,9.849,0.43,43.828,5.94,Delta Form,0.519,19.787,1197.3,68.47,36.74,Normal,Sharp,906.0,507.4
2025-09-05 00:00:09.787839,9.966,0.41,43.13,6.01,Delta Form,0.492,20.039,1194.9,68.66,36.61,Normal,Sharp,906.0,507.4
2025-09-05 00:00:10.787839,10.456,0.269,44.549,6.31,Delta Form,0.498,19.656,1203.0,69.49,36.63,Normal,Sharp,906.0,507.4
2025-09-05 00:00:11.787839,10.014,0.341,43.334,6.04,Delta Form,0.467,19.933,1206.6,68.08,36.67,Normal,Sharp,906.0,507.4
2025-09-05 00:00:12.787839,9.833,0.516,44.452,5.94,Delta Form,0.522,19.94,1202.2,67.28,36.85,Normal,Sharp,906.0,507.4
2025-09-05 00:00:13.787839,10.077,0.424,43.985,6.08,Delta Form,0.477,19.553,1204.9,67.85,36.12,Normal,Sharp,906.0,507.4
2025-09-05 00:00:14.787839,10.249,0.345,44.699,6.18,Delta Form,0.439,19.227,1210.4,67.68,37.09,Normal,Sharp,906.0,507.4
2025-09-05 00:00:15.787839,10.491,0.393,43.615,6.33,Delta Form,0.436,21.081,1203.3,68.52,36.13,Normal,Sharp,906.0,507.4
2025-09-05 00:00:16.787839,9.247,0.439,42.922,5.58,Delta Form,0.509,17.896,1195.6,66.93,36.62,Normal,Sharp,906.0,507.4
2025-09-05 00:00:17.787839,9.975,0.509,43.274,6.02,Delta Form,0.579,19.794,1200.2,67.82,35.91,Normal,Sharp,906.0,507.4
2025-09-05 00:00:18.787839,9.714,0.384,43.944,5.86,Delta Form,0.508,19.531,1205.5,69.62,36.42,Normal,Sharp,906.0,507.4
2025-09-05 00:00:19.787839,10.163,0.368,43.928,6.13,Delta Form,0.494,20.419,1199.0,68.18,36.17,Normal,Sharp,906.0,507.4
2025-09-05 00:00:20.787839,9.751,0.381,42.975,5.88,Delta Form,0.514,18.546,1206.0,66.95,36.51,Normal,Sharp,906.0,507.4
2025-09-05 00:00:21.787839,10.098,0.398,43.583,6.09,Delta Form,0.565,19.5,1199.7,67.66,36.87,Normal,Sharp,906.0,507.4
