Timestamp,PhaseA_Current,PhaseB_Current,PhaseC_Current,Power_Consumption,Power_Factor,Vibration,Temp,Speed,Health_Status,RUL
2025-09-04 23:58:22.787839,9.639,9.547,9.538,5.87,0.885,0.323,44.11,1498.7,Normal,906.0
2025-09-04 23:58:23.787839,8.645,9.024,9.442,5.55,0.886,0.412,43.423,1498.1,Normal,906.0
2025-09-04 23:58:24.787839,11.124,9.742,10.055,6.33,0.886,0.48,44.48,1500.7,Normal,906.0
2025-09-04 23:58:25.787839,9.678,9.313,9.784,5.89,0.886,0.434,42.031,1502.2,Normal,906.0
2025-09-04 23:58:26.787839,10.318,10.166,9.108,6.05,0.885,0.397,44.723,1502.4,Normal,906.0
2025-09-04 23:58:27.787839,9.425,9.756,9.91,5.95,0.886,0.411,43.941,1500.2,Normal,906.0
2025-09-04 23:58:28.787839,9.556,10.706,10.517,6.3,0.886,0.413,43.586,1493.1,Normal,906.0
2025-09-04 23:58:29.787839,10.192,10.967,9.64,6.31,0.887,0.343,44.38,1502.9,Normal,906.0
2025-09-04 23:58:30.787839,10.806,11.353,9.872,6.56,0.887,0.368,44.518,1497.5,Normal,906.0
2025-09-04 23:58:31.787839,10.475,10.088,9.4,6.12,0.885,0.407,43.101,1500.9,Normal,906.0
2025-09-04 23:58:32.787839,10.54,9.327,9.718,6.04,0.884,0.421,44.122,1499.6,Normal,906.0
2025-09-04 23:58:33.787839,10.436,10.182,9.901,6.21,0.881,0.394,44.544,1506.7,Normal,906.0
2025-09-04 23:58:34.787839,9.835,9.439,9.656,5.89,0.882,0.39,42.732,1506.2,Normal,906.0
2025-09-04 23:58:35.787839,9.39,9.739,10.103,5.95,0.881,0.393,44.045,1498.6,Normal,906.0
2025-09-04 23:58:36.787839,9.259,9.588,8.888,5.64,0.881,0.376,44.623,1496.0,Normal,906.0
2025-09-04 23:58:37.787839,9.819,10.784,10.171,6.26,0.881,0.386,44.271,1496.2,Normal,906.0
2025-09-04 23:58:38.787839,10.132,9.493,9.56,5.95,0.883,0.446,43.804,1500.8,Normal,906.0
2025-09-04 23:58:39.787839,10.312,10.746,10.381,6.4,0.882,0.534,43.076,1498.4,Normal,906.0
2025-09-04 23:58:40.787839,10.234,10.513,9.836,6.23,0.882,0.334,43.242,1496.7,Normal,906.0
2025-09-04 23:58:41.787839,9.943,9.325,9.489,5.85,0.881,0.472,43.581,1498.5,Normal,906.0
2025-09-04 23:58:42.787839,10.681,10.39,10.593,6.43,0.88,0.406,44.524,1501.4,Normal,906.0
2025-09-04 23:58:43.787839,9.791,10.322,10.495,6.22,0.879,0.313,44.572,1499.7,Normal,906.0
2025-09-04 23:58:44.787839,9.099,10.05,10.874,6.09,0.879,0.387,43.731,1498.6,Normal,906.0
2025-09-04 23:58:45.787839,9.727,9.785,10.226,6.04,0.879,0.367,43.372,1498.9,Normal,906.0
2025-09-04 23:58:46.787839,10.298,9.199,9.34,5.84,0.878,0.41,43.418,1499.5,Normal,906.0
2025-09-04 23:58:47.787839,11.066,9.717,9.781,6.19,0.877,0.443,44.929,1500.6,Normal,906.0
2025-09-04 23:58:48.787839,10.082,11.349,9.897,6.34,0.877,0.499,42.925,1500.8,Normal,906.0
2025-09-04 23:58:49.787839,9.418,9.875,10.065,5.94,0.876,0.474,43.857,1495.1,Normal,906.0
2025-09-04 23:58:50.787839,9.9,9.838,9.068,5.82,0.876,0.42,43.537,1500.5,Normal,906.0
2025-09-04 23:58:51.787839,10.241,10.587,9.372,6.11,0.876,0.43,44.334,1498.9,Normal,906.0
2025-09-04 23:58:52.787839,9.577,9.126,9.546,5.71,0.876,0.502,43.815,1497.0,Normal,906.0
2025-09-04 23:58:53.787839,9.766,9.929,9.835,5.97,0.875,0.339,43.109,1498.9,Normal,906.0
2025-09-04 23:58:54.787839,9.922,9.566,10.068,5.98,0.875,0.461,45.032,1503.5,Normal,906.0
2025-09-04 23:58:55.787839,10.754,9.948,10.289,6.26,0.875,0.309,44.189,1502.4,Normal,906.0
2025-09-04 23:58:56.787839,10.437,10.035,10.104,6.19,0.876,0.295,44.088,1500.3,Normal,906.0
2025-09-04 23:58:57.787839,9.28,10.047,9.565,5.84,0.876,0.405,43.082,1497.3,Normal,906.0
2025-09-04 23:58:58.787839,10.33,9.021,10.262,5.99,0.877,0.297,43.706,1495.9,Normal,906.0
2025-09-04 23:58:59.787839,10.754,10.254,11.257,6.54,0.877,0.388,43.718,1497.1,Normal,906.0
2025-09-04 23:59:00.787839,10.177,9.399,9.736,5.93,0.875,0.451,43.852,1500.0,Normal,906.0
2025-09-04 23:59:01.787839,9.666,9.552,9.324,5.76,0.874,0.347,42.57,1500.1,Normal,906.0
2025-09-04 23:59:02.787839,9.993,9.267,10.149,5.94,0.875,0.516,43.964,1498.1,Normal,906.0
2025-09-04 23:59:03.787839,9.971,9.858,10.614,6.16,0.877,0.28,44.528,1502.6,Normal,906.0
2025-09-04 23:59:04.787839,9.298,9.497,9.758,5.78,0.877,0.467,43.429,1501.2,Normal,906.0
2025-09-04 23:59:05.787839,9.694,8.996,9.709,5.76,0.878,0.312,44.18,1492.0,Normal,906.0
2025-09-04 23:59:06.787839,9.428,8.987,8.992,5.56,0.878,0.386,43.071,1500.4,Normal,906.0
2025-09-04 23:59:07.787839,9.393,10.149,10.323,6.07,0.88,0.392,45.157,1502.3,Normal,906.0
2025-09-04 23:59:08.787839,9.441,9.607,8.879,5.68,0.881,0.379,43.132,1500.6,Normal,906.0
2025-09-04 23:59:09.787839,9.744,9.026,9.206,5.67,0.878,0.404,43.799,1501.8,Normal,906.0
2025-09-04 23:59:10.787839,10.669,10.554,10.256,6.38,0.877,0.293,43.455,1499.2,Normal,906.0
2025-09-04 23:59:11.787839,10.908,10.88,11.36,6.71,0.877,0.479,43.513,1499.8,Normal,906.0
2025-09-04 23:59:12.787839,10.737,10.895,10.305,6.46,0.876,0.343,44.983,1499.9,Normal,906.0
2025-09-04 23:59:13.787839,9.124,10.844,10.152,6.09,0.876,0.327,44.988,1500.6,Normal,906.0
2025-09-04 23:59:14.787839,9.691,9.393,8.774,5.64,0.877,0.366,43.562,1498.3,Normal,906.0
2025-09-04 23:59:15.787839,10.399,9.719,8.554,5.81,0.877,0.367,46.296,1503.3,Normal,906.0
2025-09-04 23:59:16.787839,9.958,9.837,9.734,5.98,0.877,0.431,44.692,1504.3,Normal,906.0
2025-09-04 23:59:17.787839,10.097,10.844,11.088,6.49,0.877,0.378,44.767,1498.4,Normal,906.0
2025-09-04 23:59:18.787839,9.412,9.735,9.432,5.79,0.877,0.4,43.948,1496.5,Normal,906.0
2025-09-04 23:59:19.787839,10.909,11.235,10.994,6.72,0.878,0.438,45.016,1495.9,Normal,906.0
2025-09-04 23:59:20.787839,10.197,10.246,10.258,6.21,0.876,0.444,44.11,1501.2,Normal,906.0
2025-09-04 23:59:21.787839,9.578,9.348,9.461,5.75,0.878,0.353,43.208,1501.8,Normal,906.0
2025-09-04 23:59:22.787839,10.413,9.319,9.703,5.95,0.876,0.32,43.94,1501.2,Normal,906.0
2025-09-04 23:59:23.787839,10.919,10.308,8.958,6.1,0.875,0.364,43.606,1501.5,Normal,906.0
2025-09-04 23:59:24.787839,9.756,10.684,10.42,6.24,0.876,0.484,43.194,1498.3,Normal,906.0
2025-09-04 23:59:25.787839,9.882,10.137,9.263,5.93,0.877,0.434,44.553,1494.1,Normal,906.0
2025-09-04 23:59:26.787839,9.734,8.374,10.089,5.71,0.876,0.389,43.994,1498.5,Normal,906.0
2025-09-04 23:59:27.787839,10.177,9.787,9.739,6.01,0.876,0.432,43.89,1505.0,Normal,906.0
2025-09-04 23:59:28.787839,10.831,10.797,10.023,6.4,0.875,0.363,45.277,1500.8,Normal,906.0
2025-09-04 23:59:29.787839,11.019,9.593,9.251,6.03,0.874,0.427,44.219,1501.2,Normal,906.0
2025-09-04 23:59:30.787839,10.096,10.629,10.489,6.3,0.874,0.398,44.981,1502.7,Normal,906.0
2025-09-04 23:59:31.787839,9.303,9.856,10.388,5.96,0.873,0.378,43.305,1497.5,Normal,906.0
2025-09-04 23:59:32.787839,9.932,9.509,10.609,6.05,0.872,0.418,43.438,1500.7,Normal,906.0
2025-09-04 23:59:33.787839,10.155,9.835,9.776,5.99,0.872,0.472,44.069,1501.5,Normal,906.0
2025-09-04 23:59:34.787839,8.338,10.504,9.846,5.78,0.872,0.35,43.966,1497.2,Normal,906.0
2025-09-04 23:59:35.787839,10.045,9.987,9.739,6.0,0.872,0.326,44.046,1501.1,Normal,906.0
2025-09-04 23:59:36.787839,9.847,10.05,9.471,5.92,0.872,0.5,44.74,1503.9,Normal,906.0
2025-09-04 23:59:37.787839,9.723,10.849,9.436,6.05,0.872,0.438,46.445,1498.8,Normal,906.0
2025-09-04 23:59:38.787839,9.698,9.088,9.39,5.68,0.872,0.5,42.865,1494.8,Normal,906.0
2025-09-04 23:59:39.787839,9.926,9.71,9.478,5.86,0.871,0.485,43.582,1500.5,Normal,906.0
2025-09-04 23:59:40.787839,10.7,10.862,9.864,6.32,0.871,0.481,44.302,1498.0,Normal,906.0
2025-09-04 23:59:41.787839,10.277,10.145,9.888,6.1,0.872,0.301,45.449,1500.5,Normal,906.0
2025-09-04 23:59:42.787839,11.269,10.104,10.199,6.36,0.872,0.319,43.914,1497.5,Normal,906.0
2025-09-04 23:59:43.787839,10.363,9.988,10.362,6.18,0.871,0.39,44.001,1500.2,Normal,906.0
2025-09-04 23:59:44.787839,10.24,9.661,10.186,6.05,0.871,0.36,43.673,1503.7,Normal,906.0
2025-09-04 23:59:45.787839,9.925,10.491,10.42,6.21,0.872,0.376,44.379,1499.9,Normal,906.0
2025-09-04 23:59:46.787839,9.821,9.438,9.718,5.84,0.872,0.437,43.926,1495.1,Normal,906.0
2025-09-04 23:59:47.787839,10.467,11.295,9.693,6.33,0.872,0.395,44.553,1501.1,Normal,906.0
2025-09-04 23:59:48.787839,11.248,9.947,10.039,6.28,0.87,0.417,45.085,1500.0,Normal,906.0
2025-09-04 23:59:49.787839,10.179,10.892,10.395,6.31,0.868,0.491,43.748,1500.6,Normal,906.0
2025-09-04 23:59:50.787839,10.391,10.525,10.601,6.33,0.869,0.477,44.706,1502.9,Normal,906.0
2025-09-04 23:59:51.787839,9.754,9.482,10.45,5.97,0.872,0.394,43.41,1498.4,Normal,906.0
2025-09-04 23:59:52.787839,10.365,10.384,10.412,6.28,0.872,0.443,44.242,1499.1,Normal,906.0
2025-09-04 23:59:53.787839,10.234,10.612,9.957,6.2,0.871,0.318,43.593,1496.9,Normal,906.0
2025-09-04 23:59:54.787839,10.212,10.505,9.649,6.11,0.871,0.402,42.902,1500.6,Normal,906.0
2025-09-04 23:59:55.787839,10.555,9.103,9.383,5.84,0.871,0.427,44.661,1500.5,Normal,906.0
2025-09-04 23:59:56.787839,10.234,10.452,9.278,6.02,0.87,0.43,43.371,1499.2,Normal,906.0
2025-09-04 23:59:57.787839,10.003,9.624,10.832,6.12,0.871,0.392,43.591,1502.2,Normal,906.0
2025-09-04 23:59:58.787839,9.936,10.595,10.262,6.19,0.871,0.364,43.771,1496.9,Normal,906.0
2025-09-04 23:59:59.787839,9.828,10.506,11.139,6.32,0.87,0.388,45.319,1500.4,Normal,906.0
2025-09-05 00:00:00.787839,10.444,9.539,10.163,6.06,0.87,0.296,45.214,1501.8,Normal,906.0
2025-09-05 00:00:01.787839,9.495,8.786,9.803,5.63,0.868,0.374,42.744,1498.4,Normal,906.0
2025-09-05 00:00:02.787839,10.383,9.668,10.001,6.03,0.869,0.389,43.07,1495.9,Normal,906.0
2025-09-05 00:00:03.787839,9.852,9.866,10.286,6.01,0.868,0.48,45.309,1494.9,Normal,906.0
2025-09-05 00:00:04.787839,10.349,9.569,9.227,5.84,0.868,0.325,45.378,1500.5,Normal,906.0
2025-09-05 00:00:05.787839,10.22,10.418,10.186,6.18,0.868,0.434,44.407,1505.1,Normal,906.0
2025-09-05 00:00:06.787839,10.023,9.682,10.145,5.99,0.869,0.41,44.012,1498.2,Normal,906.0
2025-09-05 00:00:07.787839,10.379,9.934,10.677,6.22,0.869,0.418,43.915,1501.4,Normal,906.0
2025-09-05 00:00:08.787839,10.558,9.53,9.489,5.94,0.87,0.43,43.828,1492.7,Normal,906.0
2025-09-05 00:00:09.787839,10.323,9.496,10.107,6.01,0.87,0.41,43.13,1501.1,Normal,906.0
2025-09-05 00:00:10.787839,11.225,10.216,9.96,6.31,0.87,0.269,44.549,1496.7,Normal,906.0
2025-09-05 00:00:11.787839,9.985,10.243,9.845,6.04,0.869,0.341,43.334,1498.8,Normal,906.0
2025-09-05 00:00:12.787839,9.231,9.806,10.491,5.94,0.87,0.516,44.452,1500.2,Normal,906.0
2025-09-05 00:00:13.787839,9.871,9.362,11.028,6.08,0.87,0.424,43.985,1495.0,Normal,906.0
2025-09-05 00:00:14.787839,10.204,10.583,9.99,6.18,0.87,0.345,44.699,1509.5,Normal,906.0
2025-09-05 00:00:15.787839,10.498,11.126,9.88,6.33,0.87,0.393,43.615,1498.2,Normal,906.0
2025-09-05 00:00:16.787839,8.965,10.044,8.761,5.58,0.87,0.439,42.922,1501.9,Normal,906.0
2025-09-05 00:00:17.787839,9.78,10.265,9.912,6.02,0.87,0.509,43.274,1504.5,Normal,906.0
2025-09-05 00:00:18.787839,9.478,9.338,10.355,5.86,0.87,0.384,43.944,1500.9,Normal,906.0
2025-09-05 00:00:19.787839,9.773,10.745,10.001,6.13,0.87,0.368,43.928,1496.3,Normal,906.0
2025-09-05 00:00:20.787839,9.59,9.926,9.766,5.88,0.869,0.381,42.975,1500.3,Normal,906.0
2025-09-05 00:00:21.787839,10.108,9.363,10.852,6.09,0.87,0.398,43.583,1494.5,Normal,906.0
2025-09-05 00:00:22.787839,9.61,10.327,10.299,6.08,0.871,0.374,44.046,1499.0,Normal,906.0
2025-09-05 00:00:23.787839,9.95,10.012,10.296,6.09,0.871,0.401,44.588,1505.0,Normal,906.0
2025-09-05 00:00:24.787839,10.438,10.498,9.411,6.1,0.87,0.401,44.013,1495.8,Normal,906.0
2025-09-05 00:00:25.787839,9.276,10.276,10.106,5.96,0.87,0.405,44.388,1497.6,Normal,906.0
2025-09-05 00:00:26.787839,9.427,10.138,10.157,5.98,0.871,0.524,43.987,1505.6,Normal,906.0
2025-09-05 00:00:27.787839,11.321,9.804,10.634,6.38,0.87,0.356,44.111,1499.5,Normal,906.0
2025-09-05 00:00:28.787839,9.436,10.009,9.073,5.72,0.869,0.392,44.245,1497.3,Normal,906.0
2025-09-05 00:00:29.787839,9.068,10.261,9.965,5.87,0.868,0.316,43.159,1501.2,Normal,906.0
2025-09-05 00:00:30.787839,9.378,9.647,10.288,5.88,0.869,0.479,45.32,1498.6,Normal,906.0
2025-09-05 00:00:31.787839,8.907,9.733,9.17,5.57,0.868,0.49,44.02,1491.9,Normal,906.0
2025-09-05 00:00:32.787839,11.499,11.626,10.74,6.78,0.867,0.353,44.174,1495.9,Normal,906.0
2025-09-05 00:00:33.787839,9.861,10.725,10.44,6.22,0.868,0.358,44.138,1506.2,Normal,906.0
2025-09-05 00:00:34.787839,9.592,9.839,9.792,5.85,0.867,0.463,44.837,1501.0,Normal,906.0
2025-09-05 00:00:35.787839,10.089,8.798,10.338,5.85,0.867,0.364,44.224,1504.4,Normal,906.0
2025-09-05 00:00:36.787839,10.988,10.873,10.146,6.42,0.868,0.453,44.492,1496.9,Normal,906.0
2025-09-05 00:00:37.787839,10.132,11.278,10.266,6.36,0.869,0.353,44.138,1499.8,Normal,906.0
2025-09-05 00:00:38.787839,10.67,10.64,10.345,6.35,0.869,0.446,43.192,1499.5,Normal,906.0
2025-09-05 00:00:39.787839,9.818,9.809,9.645,5.88,0.87,0.512,42.178,1498.4,Normal,906.0
2025-09-05 00:00:40.787839,9.188,10.112,9.13,5.73,0.872,0.416,44.502,1500.6,Normal,906.0
2025-09-05 00:00:41.787839,10.619,9.252,9.581,5.93,0.872,0.375,44.606,1496.7,Normal,906.0
2025-09-05 00:00:42.787839,9.899,10.8,10.423,6.27,0.872,0.389,43.252,1503.6,Normal,906.0
2025-09-05 00:00:43.787839,9.579,9.57,10.036,5.89,0.874,0.394,43.03,1501.4,Normal,906.0
2025-09-05 00:00:44.787839,9.916,9.079,9.554,5.76,0.874,0.447,42.969,1499.5,Normal,906.0
2025-09-05 00:00:45.787839,10.459,10.399,10.069,6.24,0.874,0.284,43.706,1500.4,Normal,906.0
2025-09-05 00:00:46.787839,9.744,9.519,10.037,5.92,0.875,0.384,43.262,1499.1,Normal,906.0
2025-09-05 00:00:47.787839,9.811,10.306,9.886,6.07,0.876,0.39,44.032,1494.8,Normal,906.0
2025-09-05 00:00:48.787839,10.077,9.983,11.174,6.31,0.875,0.453,44.22,1497.0,Normal,906.0
2025-09-05 00:00:49.787839,10.055,11.258,10.409,6.41,0.875,0.476,43.98,1499.5,Normal,906.0
2025-09-05 00:00:50.787839,10.203,10.234,10.219,6.2,0.876,0.387,43.573,1498.9,Normal,906.0
2025-09-05 00:00:51.787839,9.581,9.518,9.602,5.8,0.876,0.363,43.208,1502.0,Normal,906.0
2025-09-05 00:00:52.787839,9.875,9.103,9.413,5.74,0.876,0.38,42.771,1501.7,Normal,906.0
2025-09-05 00:00:53.787839,10.165,9.803,9.845,6.02,0.874,0.409,43.53,1498.3,Normal,906.0
2025-09-05 00:00:54.787839,10.284,9.987,10.228,6.16,0.875,0.45,44.419,1497.1,Normal,906.0
2025-09-05 00:00:55.787839,9.934,9.941,10.566,6.16,0.877,0.371,42.835,1502.3,Normal,906.0
2025-09-05 00:00:56.787839,9.694,9.632,9.146,5.77,0.877,0.371,43.852,1500.6,Normal,906.0
2025-09-05 00:00:57.787839,10.19,9.594,9.754,5.99,0.878,0.41,43.204,1498.1,Normal,906.0
2025-09-05 00:00:58.787839,8.941,9.994,10.164,5.9,0.877,0.41,42.871,1496.6,Normal,906.0
2025-09-05 00:00:59.787839,11.565,10.822,9.83,6.52,0.876,0.379,44.66,1498.0,Normal,906.0
2025-09-05 00:01:00.787839,8.783,9.609,9.617,5.66,0.876,0.343,44.82,1501.2,Normal,906.0
2025-09-05 00:01:01.787839,10.213,10.469,11.027,6.41,0.876,0.333,44.467,1505.0,Normal,906.0
2025-09-05 00:01:02.787839,10.259,9.102,10.253,5.99,0.876,0.435,43.113,1499.4,Normal,906.0
2025-09-05 00:01:03.787839,10.129,9.491,9.875,5.96,0.875,0.417,44.448,1497.5,Normal,906.0
2025-09-05 00:01:04.787839,9.565,10.972,10.292,6.22,0.874,0.338,44.462,1506.5,Normal,906.0
2025-09-05 00:01:05.787839,9.593,10.518,9.776,6.03,0.874,0.443,45.317,1498.9,Normal,906.0
2025-09-05 00:01:06.787839,10.134,10.418,10.126,6.2,0.875,0.312,43.612,1497.6,Normal,906.0
2025-09-05 00:01:07.787839,9.328,9.429,10.053,5.82,0.875,0.43,44.214,1498.8,Normal,906.0
2025-09-05 00:01:08.787839,9.084,9.337,9.522,5.65,0.876,0.448,43.215,1498.7,Normal,906.0
2025-09-05 00:01:09.787839,10.029,9.333,9.425,5.81,0.874,0.438,42.476,1503.8,Normal,906.0
2025-09-05 00:01:10.787839,10.474,10.577,9.627,6.21,0.876,0.366,42.69,1495.0,Normal,906.0
2025-09-05 00:01:11.787839,10.352,10.996,10.096,6.35,0.874,0.427,44.112,1501.8,Normal,906.0
2025-09-05 00:01:12.787839,10.405,10.024,9.8,6.11,0.875,0.356,43.439,1500.0,Normal,906.0
2025-09-05 00:01:13.787839,10.25,10.658,9.269,6.11,0.876,0.447,44.387,1498.3,Normal,906.0
2025-09-05 00:01:14.787839,9.866,9.89,10.554,6.13,0.875,0.508,44.493,1499.0,Normal,906.0
2025-09-05 00:01:15.787839,9.487,10.232,10.2,6.06,0.877,0.335,43.989,1499.2,Normal,906.0
2025-09-05 00:01:16.787839,10.109,10.326,10.538,6.27,0.877,0.394,42.797,1500.3,Normal,906.0
2025-09-05 00:01:17.787839,9.712,10.852,9.39,6.07,0.877,0.384,43.282,1498.6,Normal,906.0
2025-09-05 00:01:18.787839,10.706,9.728,9.795,6.13,0.878,0.335,44.226,1499.8,Normal,906.0
2025-09-05 00:01:19.787839,9.98,10.864,10.6,6.37,0.878,0.4,44.237,1497.7,Normal,906.0
2025-09-05 00:01:20.787839,10.837,11.399,9.582,6.45,0.877,0.361,44.266,1506.5,Normal,906.0
2025-09-05 00:01:21.787839,9.406,9.182,9.86,5.76,0.877,0.34,44.522,1503.0,Normal,906.0
2025-09-05 00:01:22.787839,9.38,9.166,9.826,5.75,0.877,0.377,43.769,1501.5,Normal,906.0
2025-09-05 00:01:23.787839,10.073,10.794,10.736,6.4,0.877,0.34,44.092,1498.7,Normal,906.0
